488837;924088
1379055;1534440
451603;594595
590814;875786
487818;1469779
191903;88696
1319169;620108
3187494;1004073
566468;768681
107680;817772
84586;870808
286017;10612
1187091;1332190
289202;301248
400682;240937
120971;471226
251370;499650
251370;499650
1041598;525722
1311997;657141,1210223
119857;303675
438254;412212
422576;1526811
12308;300436,301043
548829;2598
455046;149795
1060940;1459470
83257;981605
438226;715211,1065436
120884;35054
1451634;1000361
174891;244481
746225;827263
211671;80616
188924;6330
94397;434375
298930;1130864
1006541;1155009
1233117;715639
929439;823418
31527;619871
274604;1482496
12185;1291209
1203138;1363098
1391755;1185653
892413;1126648
598129;601143
54924;489943
62745;182604
588162;605115
904680;799111
624948;1163154
97824;622553
21720;389697
927864;965782
464394;690337
127309;1232872
672576;900777
729910;729574
20010;1900
359526;555515
12983;1173542
702211;282594
973663;898287,914533
973663;898287,914533
1063549;929514
1652959;14065
953573;758387
53444;128579
1390443;880714,881647
1390443;880714,881647
170707;227049
1258197;1286179
22792;87517
935926;505124
101456;1287224
22608;63557
979530;879285
177653;991963
890514;1031767
112395;334142
1237390;897931
143897;18264
642544;913824
175754;291299
1234642;1054604
190759;1468366
97253;86551
1309902;1511491
514416;739563
1166104;706577
865759;1515326
865759;1515326
8659;672809
291755;1075696
1031770;939635
742647;821223
3094017;1218762
730201;923894
226753;592260,929241
1084253;1023966
30152;1229837
1182438;1465227
1182438;1465227
1572713;1392730
817404;1295896
909651;794885
426230;764546
152323;261512
28470;54091
28470;54091
299029;9944
1170567;754471
118035;264985
998194;485682
1250295;1002558,1081336
1672597;923833
347565;567739
998722;903447
1039128;702462
929160;847143
479152;903800
259180;807321
1205273;533060
692094;1312329
494636;1186184
849285;353515
359134;1220606
1072270;1122490
1072270;1122490
634871;699363,1438386
584259;351615
299207;633763,646978,822643
693087;502458
1120154;110233
1191767;792668
917603;755611
980768;792367
464971;380451
340633;746383
70908;603288
810921;128583
1031986;1298565
138397;166389
93977;89580
371902;276626
1221772;568327
1221772;568327
114721;167247
1033613;574823
200494;243991
879913;1178788
124476;117220
1275218;603333
783398;750987
49870;156575
918890;832894
1615657;445029
709585;563532
12801;327748
963974;775371
1629677;68157
181256;547023
645268;898805
645268;898805
331327;462298,928195
147601;259228
818232;1272824
1192548;431357
353138;349014
21304;299351
378691;184743
12079;374793
12079;374793
679099;326994,745086,1324039
67914;160667
594440;11356
42598;1145408
497333;1528251
675985;1264623
731722;412478
596449;796133
489520;437912
307819;287814
128070;463545
1324069;813117
1071837;985345
348915;478944
1542842;1427955
1359527;1161181
594111;1040675
185262;492649
1449112;1350772
913402;937983
50122;487699
1032883;1065263
1182144;1034483
822611;170621
993172;1335630
188538;281682
105257;147845
1243206;708817
307819;287814
147458;105431
145938;92584
837900;317057
1274471;1370952
582718;1128707
150464;957273,1022663
150464;957273,1022663
1649903;1542629
15988;106755
132404;229889
972257;929156
690488;883800
80898;530599
1252353;1539711
749835;1046035
789506;1477705
976006;256662
641713;1005911
961317;1498300
864486;1397353
22903;79550
300981;492863
137806;216164
210413;459958
1147821;1015190
62403;77193
1337242;1281487
794999;263467
54455;348119
1406413;1472928
119746;314649
155977;204941
1454358;47064
221575;915044
280717;700400
99431;494584
2118993;1410738
651234;637090
675635;1054678
240489;1067128
927459;1425847
545171;725378
572468;1300146
1144578;1001935
30538;523157
960946;800628
550643;165787
550643;165787
970648;1039861
1032483;1544708
858493;322806
55535;148606
1479648;414707
790217;834870
257622;589373
32493364;618073,693269,729380,799160,917792
93899;40569
184247;848651
884199;1554581
481954;328090
248544;977446
30430;17865
1374723;362721
7194;267782
985764;936795
1578856;1180439
1315020;1178637
234983;182153
107076;1172228
59905;418654
156709;228067
1237903;677224
188225;159972
442193;354021
190159;567114
453655;687935
864213;540085
1136864;1234290
120347;376854
690276;359343
1143093;1003190
1439632;1243561
102497;268938
770753;290008
1254893;776548
1360987;1280004
1155039;325465,331219,886277,900310,918452,1397870
651970;1001513
175293;771471
1068130;811708
37810;282636
164999;184484
400254;48608
1546080;132510
660521;1065230
1665580;1254718
97179;454724
678852;895682
1459272;941169
808417;860309
308690;561891
934704;859671
383566;1274175
542560;652603
356706;1013155
27250;1046242
46943;598929
226221;181403
1413938;716347
661901;1204393
1402901;989683
326397;1471338
732407;1301280
94028;265266
116378;847371
1044775;1386167
976641;768280
471467;915275
430798;328260
843551;414272
239624;1353441
357990;1102879
182853;617900
5781458;616862,621613,624362,638641,656268,656765,661737,673442,675269,704888,721421,734131,736444,736663,748991,752380,760349,775622,801658,801990,805026,809811,827158,827179,829939,852065,888855,900292,911979,968358,997879,1006431,1009868,1039963,1059945,1071942,1098317,1099691,1128628,1148497,1173524,1173603,1179279,1187867,1188361,1190876,1277230,1284908,1291190,1317135,1384244,1430441,1432268,1459806,1512071,1533218
78400;527054
3309;274155
173656;16351
79779;1543920
127453;135388
186494;322
168796;483771
895182;754684,1547222
30795097;1441602
792771;567245
329325;389279
826023;461421
1561805;699435
1668853;1350215
332628;734864
1374576;995571
55896;569751
1035174;707842
1062;561340
712215;190968,262761,373347,439824,625852,627708,699687,839860
494087;495995
594957;596728
18724;44437
29454;460271
678324;787081
856628;868724
30576;282861
318818;705600
16608;152643
126461;90091
735388;784309
1079;59639
46964;569308
176525;160588
297205;1016794
492413;475244
38295;1062456
441004;1093961
1203360;1333125
6991;661705,1134488,1389347
1204328;1193311
877129;595294
915956;821798
2762;850471
699572;868868
102331;397375
8522;103238
1007750;1531085
157664;580206
210820;459966
725314;107851
142533;1170917
128851;645456
120316;218820
160658;320902
468421;1184239
478279;1247083
158380;183240
975;197645
180963;301252
538390;177969
113001;712641
1573813;1250991
23878;231525
52480;150885
38160;30664
802412;202655
840133;232159
201360;717626
953306;541136
431662;725403
210782;283419
185075;463500
746645;1367873
8588;11229
202895;440678,440702,1505451
471885;689435
69980;6616
40554;463490
72291;364670
122654;176758
565152;185839
1048612;1138897
1140389;826667,990351
570191;939994,1129837
846647;599075
1035048;877657
181183;1442514
211216;335409
215016;543830
759174;168206,545873
31722;334566
149445;224971
312529;1169052
445798;971454
1299882;730138
827623;1476826
351644;41956
334221;360952
1215394;1140424
743057;1190453
871878;814857,955679
835502;1264052
131377;727544
472650;944897
64568;172592
733794;702266
71622;793555
295256;1124358
962634;1566689
875501;577894
153459;215168
1239085;660664
240922;92042
707615;971378
6981644;1524898
663405;1321255
578618;795245
774861;3958
1270959;742173
1023981;1040374
1460139;1559299
397260;567101
460481;1173520
631797;167814
746013;417458
127667;342491
811090;1389328
1034744;707324
47312;235453
1235576;1410252
824209;743430
414522;422897
2290478;640747
34828;1195754
146127;369541
740916;1423682
749134;753705
185257;435506
868407;921009
812670;142176
37350;106063
1665074;1367011
444093;863063
1542924;1323689
51236;963177
215283;1239095
44618;143141
270528;181664
608731;680996,815478
1004919;663009
387734;402479,419943,568420
1030178;596720
639463;936996
555226;1524350
322732;12442
270580;1147704
149941;52515
1451112;1364223
299669;339806
276285;112950
488086;3904
1086874;1140121
341478;563172
191582;286315
39767;399005
201968;485105
458516;493892
122955;12234
113964;674065
97436;436552
1641057;1332041
60414;472512
321826;457898
19188;244177
160591;1243682
14318;1274574
498607;492460
990443;1367383
1511218;694331
422184;535467
534460;500948
103561;6605
1062109;1224073
19778;1217648
1908926;1093490
139925;723863
1041517;1363355
611216;1077428
1116128;1120578
15954;382204
272026;414671
253457;1111626
1238449;1281512
1003901;1055356
1258543;1146679
72164;185820
544448;1038778
148514;1415858
852932;1054494
1626054;555565
13773259;1142616
123999;212123
39388;130024
68792;1556165
617631;810088
854435;1124697
55403;76245
118965;462302
608373;296708
923103;484966
142793;385489
578111;195999
426110;584639
784846;240980
75565;372408
482955;292994
212820;1405
5271;170073,493145
120120;452934
97462;139092
152985;279929
188892;229730
961546;705844
188638;228559
211329;410357
863219;829913
1140511;1290686
981318;529841
417254;1333401
56480;1174416
6318;1148674
321133;926641
823772;629391
1264057;1064664,1188121
50396;334990
666250;543429
1048662;899424
313474;4048
1224;146015
94930;340358
203117;892388
926600;1440182
808284;254788
484784;986007
1210785;812267,821622,1086398
145340;1369734
160984;230543
65078;184104
40637;63104
713856;991858
989284;1096781
64082;719890
184703;564172
677704;49241
47277;98154
400611;902895
27502;489215
29783;550060
1332;1492059
292574;846889
569485;166640
78450;1038586,1178570
229761;428351
342081;528044
19609;222018
1211441;1095680
1243457;120808
473960;445398
125804;1371170
378585;450587
40594;121089
169980;273068
24880;642893
838613;1509091
780471;482452
527329;1025589
122612;231463
492583;1359980
49805;34795
31163;945819
1441946;603357
342214;905408
59842;104533
31183;28028
81072;453929
62154;26235
60503;362531
221611;297663
509838;1224218
1445367;775600
8214;36656
524972;550677
67539;201766
797801;1430314
677820;727824
602596;751075,809727,1148771
65676;237679
735275;499200
80531;425947
674271;660089
67020;52116
174829;14064
454117;439785
30595;474111
888010;834775
159400;1071883
182921;245017
475879;936858
527919;594186
149383;198056
69929;525649
986771;1199102
333530;444046
202923;29376
1025524;547691,895099
651571;205597,484827,624053
204257;1200
474792;614612
33258;255256
455518;284685
415576;804671
23543;56449
534512;343955
1024909;786828
1510328;728863
905587;1131620
271760;618288
435605;269968
1426226;1222782
489407;1322393
858620;829663
1595215;1506216
134057;563335
273891;1218076
34821;34304
1126786;1151213
1332980;613973
140796;48401
698633;142151
785345;1201433
936289;1099275
520204;393604
1124801;1247829
436862;1424933
690375;707978
1439142;1369159
728853;649647
511326;658535
800190;910149
176081;199360
1090256;350429
17115;278690
366355;695120
1186905;259111
204423;146603
220818;825215
425773;566411,575325
73311;616001
416400;636142
840839;788199
421294;1195730,1231048
1498180;1074537
238178;319349
488056;763420,920966
1304298;1462713
140066;1492191
846096;1104190
172623;237178
150041;58493
161795;494125
153219;108302
140402;1267641
983055;1404114
312590;1465916
91019;1489406
78313;1244409
1049952;1487039
5261787;232739
7847045;401259
241050;503948
923865;1024223
25722;83055
680670;1008616
928111;1438322
39811;1038969
186158;458371,1119263
820844;1053092
131505;673197
293689;105592
1051387;440017
209442;711999
79562;497348
1231699;675055
30360;117446
27858;967581
6898;874870
3326;956716
67204;222322
984753;1170603
417570;623234
1063934;1311559
530449;396555
806288;890449
588351;477048
176754;824946
281360;1432858
695698;448967
246775;4332
249602;568189
278120;1470774
225180;319150
1423613;1366228
1526399;1293571
895348;1553272
88279;172450
577363;28406
13948;650421
179599;298479
188033;39182
72675;184420
1104728;516220
598074;1213166
25377;105650
451078;918055
329065;937550
62636;912835
529415;225786,550496
976570;509752
319570;793002
62407;1154106
231014;537119,537521,953350
996512;841851
803765;624551
871145;422198
997506;962259
1481184;1240055
278870;397020
1477658;726062
14930;117402
819073;793945
444683;138935
1284933;1080378
883719;821143
58695;263926
442213;422096
371907;272824
1379481;480691
182688;790537
39039;574235
520898;1275284
328866;600443
616;1143798
7484;329485
1058915;1131214
959527;1108408
452170;204200
89097;206767
51246;777754
240620;218926
207544;333791
1207560;871044
650616;598635
1029046;1187902
972726;1517960
1160285;1270401
1217574;455934
430612;1093064
766889;737230
800352;1565238
38258;680468
32007;17308
280732;604669
1374939;1225445
893768;1552255
191415;167670
314326;375966
58515;601182
100929;271678
8670114;1481588
143157;551670
537975;1345233
25395;244789
759476;1024063
1076805;1429803
315427;387527
1072647;1302090
978771;1232320
968330;1183194
112173;269903
1501662;338171
413855;786755
21731;107464
920257;119321
655348;593418
842842;386021
831697;874772,1109091
577345;1289657
56241;514364
175970;1281949
687998;467995
602027;414371
1141462;797926
6656150;1550568
261378;773093
470432;853118
1587408;1348425
61333;716431,869572
22855;1326507
544206;1144531
290112;163000
522634;276940,1434029
205176;946766
198522;792074
122436;91610
703248;1399097
104159;791616
16245;149264
1060784;1142728
130192;140134
1030492;1199707
17583;326652
491516;723696
347830;1357059
175273;1247877
875799;1136092,1138438
1010346;199759,967427
536712;1086364
709789;1327167
1021411;507414
153607;827397
114218;113808
376772;418342
729738;842264
264956;823710
183195;680432
54114;152489
774529;735142
431262;564669
314417;554432
976096;1363367
58807;950401
531945;348162
1450211;649811
910036;771300
69124;163276
1393666;44735
147533;1501316
1395498;1270492
61077;1348391
1313652;827173
391810;641755
283214;915579
5813;815698
452376;499588
555379;933517
603328;965191
61857;73731
377450;1126494
34071;227955
1399802;1015791
1198420;1256108
641450;1141031
148906;156882
58008;419818
252403;442177
373064;874585
1321283;1208658
54303;5304
109203;818084
151224;312702,1097287
68444;149416
89215;878182
82692;698512
187639;1060662
12272134;1385914
197798;244737
428243;909580
29685;53698
862047;1036234
1182;342099
1028922;960396
126578;46890
978306;901161
233872;146530
1015261;1410972
625014;893329
1180939;1110127
1101410;1499087
757395;1181887
966674;1006902
1073067;1079296
359188;255405
1653890;1179495
161761;1270786
285426;986054
1308273;454533
1628210;1240132
177702;505090
334919;1525334
149878;1452187
4496123;1201419
30565;1275966
509168;104973
527535;379712
761923;733862
224208;950790
80048;1566863
305124;447600
105834;262644
38329;411970
155599;121438
78062;800664
98660;724178,1248573,1250215,1394901
1229570;1350796
126271;157157
828545;592377
1516078;1244982
529833;793160
588373;353611
916113;203642
654356;636799
1677218;1263052
953;8942
1477681;1556843
162850;1067702
425576;1021715
83824;1490656
142410;659713,1212657,1282120
949751;961359
1254061;1535777
627058;800262
84005;477045
1394910;1189078
480014;1006672
989206;1317724
679040;1203562
1182766;1104598
804543;1017811
44215;964149
611455;1402932
775904;1105311
1474233;1225770
1210875;984020
145806;151186
170129;842236
463809;436566,439383
529021;1238464
44811;476860
710878;905967
872393;341974
431719;1327941
378648;207266
537159;1063267
713107;993737
86009;57663
1531772;1519817
161774;156134,280538
1093200;992017
689409;954940
957841;731882
1672507;1351544
454726;10141
669530;415025
505440;1483285
733988;114786
1315666;1424434
878723;1123169
6883;3971
1166288;957146
343314;54082
1255405;555162
456384;296722
1273012;745479,1235892
483361;1125778
776629;1384005
788023;1212246
1104602;1173425
1679435;1291029
116975;364279
600362;456060
1050029;769189
159617;450113
9784;438694
591595;770519
46970;1509304
112516;742825,1336858
43174;425281
5313;1315188
1191;836786
152;22432
933873;929437
13456;504248
697417;404789,975857
1122384;1538361
941925;404949
1240160;263070
552908;457472
95499;641076
37088;358524
439940;786714
320410;43542
12193;373258
1160405;1205805
111997;46220
522344;1290627
155623;798575
212621;153399
10687;492177
283381;238624
902992;896193
505494;47041
110954;1158392
1597262;1280326
475;51567
368238;438737
11295;1379774
124184;704910
75028;820152
85800;2958
273865;367495
199096;102462
1008023;1402081
762834;835458
33952;1164275
1523278;1328478
749324;219238
575138;1128240
159951;40478
210360;1530028
101773;108569
105243;594831
125488;160156
53625;53314
283834;627408
241658;618259
689984;549563
276340;531166
12791;182077
982975;526233
540749;897986
1033651;562934
110777;433890
117478;1315776
571965;933213
18637;26715
1370078;209427
13189;659690
956278;917851
274034;332901
1442682;740066
214387;237413
1020887;1519440
226899;23020
157021;799215
15064;752387
419703;454004
829213;702560
25632;97167
1578476;1027563
207748;213682
154884;489611
595153;569332
766007;913053
211177;527745
1198213;1320711
1217745;1001417
489860;812749
25312;143511
40769;927587
41767;7980
223009;300865
638478;1098199
956617;833660
546519;842418
830715;786144,787773
741929;719619
53031;797661
123405;349087
464978;1405803
19302;286420
711371;783547
68260;633861
65920;383466
603321;1406353
643171;563228
143613;52836
1248078;1098858
546682;425185
296455;634065
3995442;764691
605520;515130
39293;603359
501786;248406
1005969;1171940
1021178;1342283
123756;298085
725842;605093
1086393;844771
976614;1000930
1095055;994725
982323;1493612
792312;1370743
235553;1477933
1328657;432926
1249184;233905
544082;346986
101581;19892
624858;1011445
5264230;1483090
306833;1508211
4038208;1194587
51252;351895
130094;1210984
602050;707694
308848;763275
937922;1018110
95975;901526
863479;1284986
132137;987687
81026;141956
665750;1433901
223620;456020
727608;1169810
724634;340326
161935;189504
215764;287892
699112;730958
656039;711486
29838;569381
281902;74350
164645;483474
378794;712666
93412;266732
33216;18829
71601;89373
147292;135917
24866;596030
189011;782111
772;37181
831291;1261092
32590;802583
1540560;1355620
636562;94819
496540;109079
296121;453002
236807;443525
1289062;1126127
1640869;236676
54469;171350
43475;132963
820689;1141440
1109822;1180701
41521;1322771
515110;414453
845272;1161601
110439;359774
210929;343382
194539;1085302
30596;859314
1563851;1449814
479673;634963,656341
670295;1023745
66456;1284169
697303;847309
1533640;1188441
73594;452467
43663;245269
700555;1004361
693814;1348064
464704;400793
181448;536615
849504;1331930
1569988;985942
191975;237211
228;81178
1455894;1515695
352244;672016
569010;1103443
181961;804566
1251300;1092941
1353890;1103494
511428;31671
65052;612267
755;3789
1224578;961353
512519;1350281
50848;307569,444626
130534;448294
158987;1138546
95575;1395258
540853;596068
12577;993270
39951;747368
288572;1505094
142916;782068
900898;887922
28068;103287
454339;731140,801460
1640132;891223
93424;1221715
43624;230253
1060400;217265
50057;455615
228097;418213
95030;1062409
346576;264290
135904;9621
5778;540644
27617;51801
999113;1374175
174450;293340
125607;1286871
262517;547214
235319;769485
680970;1047772
1177235;921351
960894;1065291
171129;7671
50314;632555
2611;104251
650218;1106339
313531;454913
210234;1186334
787966;1100112
63631;856028
639539;819421
575245;18208
3707;264811
209854;22276
265903;503139
85237;815350
298379;809584
426419;496013
487667;1197499
670398;1446522
304929;386751
956068;711881
741137;660412
697919;614054
88046;205689
1547663;1223777
250919;81081
367574;60614
379115;403172
65263;1223692
24832;148384
75759;504346
23829;177628
87507;159679
690100;104451
28719;645317
62131;193308
1226135;619800
23997;642198
1503661;1417317
848937;815327
682850;1054490
170227;376654
548964;1142015
287480;90800
272409;288318
49100;712
221166;277702
459267;590396
6553;46854
149450;902378
4025;48367
172970;639292
721090;844397
822457;1066815
126621;757218
492261;795563
75623;421216
207802;640835
1276459;1145539
186413;1555168
5807275;1360484
671662;853404
1101193;1248964
247661;91710
110396;118606
427780;1028654
141343;162407
326831;412426
417666;366211
964393;1078916
57467;1088946
3607;306091
665131;422906
5061;992489
947041;1486062
202642;1346815
293677;410744
373323;441265
766569;1261084
294335;135254
104093;45712
462588;993508
88840;1476352
106357;553615
381493;813111
1558955;877036
1061237;122536
857605;601572
438260;203786
1561734;1494521
629432;779050
536255;848852
1311014;1135629
690188;1532133
1100556;1387884
1255344;1279744
469230;840568
1328233;728975
834046;1304961
834668;1014458
30774;476270
345102;344747
435583;1102183
1577048;799356
100394;763883
25241317;987266
24733;9204
108267;161287
439415;1290086
633649;599628
3467;411960
30642;799442
203120;322079
1428;675016
1102984;1335055
777240;1045750
566993;1015700
1448315;1057026
97085;1232586
224322;436199
311941;566872
603974;1066637
896214;843734
1067359;960828
151401;338765
144846;1428163
322456;398836
1418979;1404476
833683;336507
812237;810061
1048813;989092
1482411;1325139
750912;788782
144549;23066
893697;948350
656997;1356812
165788;679195
569;1113641
808159;1127193
156144;27069
23563;91642
1118201;816387
1448085;550938
926408;132444
147842;274789
7766;569086
1615380;1151295
71482;1529244
67973;357350
30342;18627
661889;650002
636814;784858
144866;1467359
1610582;1312015
83000;476699
1280924;1088438
1510570;811716
14409;197007
1037250;836352
332827;413662
176824;1467333
427884;966113
462928;698389
1343338;680267
702541;1144138
513661;14006
31288;371236
621062;1011265,1264224
931047;218802,982510
442035;479553
56339;1076332
616413;1401580
7066;11926
48935;1011817
271810;432854
146385;1243323
459553;691172
43397;467141
1281559;357257
225308;193091
515861;485923
604773;1234263
1651426;1202490
110757;814911
79842;1010243
17738;29851
64745;302484
5759;181478
5759;181478
483616;158689
971299;1220094
1111939;596985
963429;879852
82516;660745
551051;661287
320638;800903
739189;1515667
801085;823653
1187993;1344647
96246;482791
1058943;842282
376732;651748,705618
628322;394572
591113;636136
1592120;1081919
4431;183833
17289;1337000
1046193;1076574
111540;140083
40967;651827
125896;35794
486922;1481997
128826;503158
974349;667616
1587310;1305186
31008;183036
682031;1178470
1567125;703448
161606;615066,665766
112751;2443
775697;898716
62863;235663
430025;9706
175399;121713
391251;1198679
278694;117006
7103;667813,1124731
49409;120132
181386;864985
879680;179252
186652;905362
122213;1224722
1326226;1561562
1330631;1151507
5202;1187689
1161410;1420721
508981;533839
32912;57414
674925;1234765
782135;561698
117464;750404
1594361;1153647
624938;579594
42337;688016
1338958;815542
215476;304024
804158;1024479
995329;1205831
764976;301419
789095;824557
789030;403729
173756;1152577
449536;140937
306618;1253475
1254798;1177434
846044;1207950
846623;377981,565826,657376,657801
222319;212196
365086;1104602
1210511;1381949
565052;309201,1405938
32514;1254823
1084988;1490717
467682;277177
870553;422835
3862081;1443936
8639;202206
119323;193424,319822
966342;675065
1664239;1130991
149956;786070
19755;318497
199891;906676
357372;634739
414100;159912
1147375;869645
1596161;1306820
2917;1061750
983853;1071913
121747;277472
1146789;706162,814938,856940,876938,985905
761656;1252496
937917;866296
3504;185687
25197;176554
487640;755672
1532666;1326783
154038;1121693
166259;107668
131234;510850
1200861;545622
1131105;531927
337906;336945
773284;1532931
378680;1127084
96211;141686
1644263;1394943
771989;410487
1008321;943713
1427643;220648,355635,403931
1209662;1057279
463863;360293
22303;182927
913289;859834
112334;213323
445794;668534
174825;911063
1434212;1565818
1567503;479477
155022;712117
347552;734879
1112635;1038335
285170;379772
65202;154279
801340;716185
2567;332798
324454;484596
17731;21447
1100098;1196078
748527;674474
1563216;225260
569251;1024645
398331;885148
332810;473103
66314;255532
15163;140110
374244;650987
1533589;1524222
1192919;1093582
51539;551674,728197
1042870;922009
32329;330223
105919;357182
156263;131482
1582280;1343726
227909;507821,618202,793228,1288340
1036049;684199
1146006;26898
338406;1014183
120659;485964
296426;234349
8573;506806
389946;423410
1060341;868168
13345;216953
200230;235993
131371;552813
1272830;126382
1308054;1093222
19625;225291
379154;387119
363757;743782
1175936;1541540
1663510;821862,886263
8440;1508050
233155;410599
1111410;663173
404449;792785
905127;1120565
28212;410055
346271;1387230
163678;604858
398975;1260322
121855;590874
919;1225675
802081;1090554,1387149,1410004
167227;367019,415057
1308947;228521
1220255;1065738
848717;1113023
125707;750039
79721;943007
427888;1143309
1150642;1277423,1278883
42645;547636
1029727;835277
7369;785648
1357109;1304966
5671;1267648
533622;478489
101109;353562
587518;554135
49260;8825
827644;724910
112228;650437
1045556;1058844
996294;1406640
559351;754377
169549;1258503
342538;1056455
883725;257169
140038;163149
840214;477403
879736;445845
660100;1526975
116203;368482
1230665;1236530
741921;167595
294866;1480990
811559;1348767
819882;399298
100645;670858
16900;215089
679816;392689
828664;1351786
606754;472209,535184
1136941;800071
312085;1515513
103606;456801
47512;986308
643983;827110
7268;413551,453399
621242;790651
129252;258667
1527315;1115857
1291636;1399347
681396;508601
14220;325866
988750;149482
1242308;1301237
26757;481317
470771;1194848
7569;189776
638590;635231
37190;96354
1579723;1274613
688722;1372096
1012208;880709
174558;242538
861063;1097234
798103;1439147
72891;323152
1427851;1246258
60202;59329
1122199;1092051
73783;8805
204784;98378
2189;1119402
52518;313350
240894;756148
120173;64529
41982;870739
30963;314406
163283;146950
186791;739428
417494;1120186
669945;577172
161548;1236086
1473004;571120
746602;164779
1533460;1478736
42132;948155
423705;959021
614500;1007593
147214;1204536
328539;596855
242906;170007
411;655051
76900;639708
40266;521791
74161;2250
20295;186424
1090413;798885
575709;1068963
910321;980247
619016;1108919
23754;218751
8232993;1007433
220832;247147
1610108;1324486
75843;790076
29503;264545
135974;313063
599918;562791
222015;1511346
84652;105398
1479304;327355
55304;1428723
35626;985686
595250;632523,642252
137079;478264,798077,962921
6936;95019
104525;213542
714162;1091415
1105923;1484750
70984;960874
21381;98057
325433;731672
390250;633211
70997;449289
288366;720538
60066;568429
223858;1460913
829178;959066
1201561;1061557
37480;544685
157528;390534
660980;595413
141220;480491
