16511,48312
16645,6524
16706,3344
16795,2103
16820,597
16883,272596
16925,829
16935,469
16944,445
16981,7783
16997,912
16998,10199
17027,18838
17112,885
17113,528
17174,82686
17191,361
17211,8404
17221,17675
17271,91
17308,4475
17339,7981
17403,327
17453,5308
17489,2411
17523,9605
17597,1414
17637,14334
17773,3555
17865,1736
17916,7715
17944,6376
17965,16901
18076,131
18146,4025
18154,36236
18184,3760
18208,2669
18243,37835
18264,7696
18382,3178
18392,1145
18396,2815
18434,1942
18440,2433
18460,21
18480,2164
18528,27679
18565,23685
18625,2838
18627,18669
18706,18987
18715,4486
18741,493
18829,4268
18831,1389
18866,14588
18950,5190
18973,2794
19068,568225
19165,16654
19212,31218
19235,21768
19240,503
19302,18016
19314,4204
19357,1966
19370,8189
19435,19716
19450,4167
19477,4159
19493,343
19526,784
19533,161
19564,560
19619,2579
19630,5565
19718,566
19750,102144
19753,2446
19759,1541
19772,9625
19872,668
19888,4083
19892,4317
19929,8386
19990,24912
20003,12159
20011,1633
20045,13117
20082,2116
20142,127
20191,63
20223,11
20226,3670
20247,5191
20262,809
20265,1807
20266,169
20277,5150
20300,1480
20314,519
20365,1239
20376,472
20394,84657
20471,26831
20487,16579
20520,13293
20538,513
20540,540
20605,758
20621,1873
20667,1280
20711,686
20745,45599
20838,677
20891,282
20899,596
20906,95
20946,12629
20971,2005
21022,114
21048,573
21052,4369
21074,406
21115,7593
21182,13617
21239,84488
21269,363
21275,868
21279,4819
21310,2213
21370,765
21412,121
21447,4275
21463,761
21480,902
21596,2469
21698,16381
21702,176
21728,15918
21778,5010
21932,1379
22079,1059
22087,31
22247,10855
22276,33
22294,10292
22325,3409
22346,2072
22371,3820
22432,681
22436,2388
22440,196
22459,54458
22468,8972
22491,1930
22848,632
22890,1810
22912,98
23020,17800
23051,2630
23066,3168
23070,54602
23085,409
23128,1643
23137,234
23208,1674
23224,1253
23303,9258
23324,10161
23341,13420
23418,1061
23427,14962
23513,361
23567,21618
23572,17273
23600,698
23632,7946
23657,5371
23704,12949
23731,1146
23744,24853
23763,397
23786,7864
23820,1870
23845,18822
23850,7238
23854,802
23866,1172
23909,7726
23914,311
23952,2236
23998,462
24068,1451
24069,3062
24097,4822
24173,629
24220,11
24243,8527
24424,7102
24464,66
24495,448
24579,240
24595,207
24630,8053
24684,1434
24946,10951
24950,23001
24998,10646
25007,564
25079,367
25083,15672
25198,1635
25201,14051
25218,313
25226,761
25276,750
25318,3627
25358,3188
25450,24498
25538,6138
25544,4342
25612,799
25616,4494
25841,318
25853,104
25855,756
25888,802
25946,1725
25958,118
26051,41748
26094,1835
26130,4799
26183,396
26235,3516
26401,930
26406,30234
26408,1211
26457,54251
26474,76
26534,2666
26575,23811
26603,18
26604,4357
26659,1352
26713,11
26715,2237
26734,3844
26829,2890
26874,1786
26880,2190
26898,1041
26919,7078
27012,8667
27025,7646
27069,507
27074,4119
27078,51
27206,12487
27310,1335
27340,5141
27349,3134
27388,23003
27401,10211
27450,1336
27536,11021
27561,1113
27583,2738
27657,10062
27658,5516
27860,7754
27925,3568
27938,3225
27955,724
27958,2432
27962,461
27986,1847
28028,983
28066,57
28128,50045
28310,646
28392,598
28406,2795
28447,401
28469,180
28578,588
28581,1947
28623,196
28664,3408
28668,732
28720,441
28721,544
28804,252126
28840,7427
28843,18354
28974,5180
29075,2686
29246,3693
29253,6312
29262,16376
29263,426
29277,3548
29319,120
29376,9262
29451,892
29540,1821
29555,3360
29690,1791
29701,6018
29715,446
29813,5602
29851,180
30001,5259
30014,797
30089,302
30411,198
30491,6035
30618,50659
30632,5315
30664,1948
30827,15266
30829,147
30850,4128
30896,102
30957,2851
31092,5147
31118,3728
31154,3723
31168,894
31295,4607
31326,5253
31327,477
31336,121
31377,1339
31399,4150
31407,1154
31480,22438
31493,2469
31520,13208
31620,116
31662,15208
31671,305304
31713,4637
31794,614
31810,598
31899,18033
31979,204
32032,1494
32045,337
32090,39375
32128,68
32198,2008
32242,6452
32300,142
32353,780
32429,3615
32458,6491
32465,30202
32514,830
32517,41
32536,14858
32538,20542
32558,2064
32633,158
32638,16189
32728,346
32767,539
32775,13557
32797,16205
32809,8336
32829,1336
33065,511
33096,3976
33203,26295
33232,408
33245,14162
33318,532
33552,1522
33599,1501
33651,738
33740,316
33758,819
33795,9312
33796,40757
33918,10055
33997,1183
34014,482
34020,583
34046,1097
34056,665
34171,842
34304,3086
34379,340
34450,1431
34462,1207
34478,3271
34487,1940
34613,275
34671,4240
34707,25811
34795,1357
34806,6214
34864,191
34892,81
34910,4618
34935,7390
34996,2479
35003,995
35054,3885
35069,1387
35070,165415
35084,687
35136,37639
35250,2029
35296,4442
35416,10527
35420,2138
35448,1411
35485,139
35491,101
35499,799
35513,616
35697,989
35700,2596
35716,1832
35794,1005
35852,26
35946,1515
35976,149
36047,3103
36154,154
36170,380
36191,9929
36299,856
36498,9000
36574,421
36610,472
36611,12603
36656,8454
36825,51
37109,119
37141,5248
37181,8555
37204,1534
37208,737
37271,129
37370,1064
37422,2087
37772,892
37943,1416
37944,2917
37947,36539
37980,3615
38058,1838
38070,2403
38140,17953
38239,562
38301,911
38408,2816
38463,661
38491,1592
38522,16745
38666,11787
38722,4003
38743,12988
38751,7448
38841,624
38877,1552
38967,866
38975,14659
39077,784
39095,357
39122,2300
39182,1034
39381,1817
39411,1
39443,5253
39476,377
39575,193
39589,1660
39791,2061
39904,12652
39933,76990
39974,6798
39975,60316
39979,3580
40056,156
40172,145
40211,1591
40257,3621
40462,975
40478,66
40527,2661
40569,9219
40581,10887
40745,4998
40749,2752
40765,140
40800,397
40817,1060
40843,1332
40866,1748
40876,2246
40896,532
40914,7427
40956,4824
41071,151693
41089,1045
41221,6757
41223,336
41282,545
41344,2664
41395,580
41497,707
41587,612
41596,37804
41661,153853
41749,41
41752,2796
41761,40201
41910,856
41956,63864
41981,15654
42015,166
42136,8010
42146,716
42188,10131
42219,8049
42272,630
42274,2250
42450,1112
42546,3753
42705,51
42793,473
42959,146
42973,47788
42998,635
43015,827
43034,2283
43089,134426
43187,38
43207,565
43215,951
43349,66
43356,1521
43379,1251
43381,50
43400,584
43490,2515
43542,491
43670,441
43672,277
43687,18407
43718,656
43729,348
43815,2667
43833,2885
43851,4469
43875,902
43955,1113
44041,17288
44085,1006
44196,823
44198,1469
44226,336
44289,3273
44295,941
44360,976
44385,2399
44427,2733
44437,2607
44497,133
44507,163
44683,12945
44729,38773
44733,2858
44735,109
44852,31593
44940,11
45047,44
45247,106
45276,850
45345,21
45365,5361
45403,1944
45434,149
45436,11
45461,104
45607,13
45622,3730
45712,909
45756,9578
45793,185
45813,7025
45843,7787
45942,8946
45946,91
46120,468
46192,3392
46220,3295
46237,439
46264,494
46329,5461
46363,1667
46395,34357
46411,6856
46459,1461
46495,2346
46545,2478
46548,2749
46588,14547
46754,1584
46758,55
46799,3959
46849,135
46854,860
46890,168
46926,52871
46973,461
47033,123
47041,18
47064,9964
47090,276
47124,2256
47135,1683
47291,126
47292,762
47348,3513
47461,6372
47604,8271
47633,23598
47635,124
47721,1734
47818,97
47875,3751
48001,123
48011,938
48042,512
48063,476
48146,697
48204,296
48251,1022
48281,5128
48310,4212
48362,643
48367,171
48391,460
48401,605
48419,246
48696,20583
48707,41
48740,1271
48834,796
48966,101
48992,135
48998,1256
49135,562
49139,722
49142,850
49221,2602
49241,22045
49412,1753
49443,2978
49460,2621
49554,592
49732,1212
49739,11898
49797,446
49808,4288
49811,1348
49849,8773
49850,1560
49879,13848
49898,308
49951,11298
49970,1992
50114,504
50142,4150
50147,1624
50193,105
50260,2239
50385,9159
50390,750
50501,496
50526,361
50631,294
50920,21
50924,20177
51001,97
51022,2015
51089,62
51115,1673
51209,2967
51280,4399
51308,991
51397,6639
51402,7305
51431,4404
51466,1590
51484,100
51567,1675
51582,198
51647,5274
51681,1342
51695,2163
51769,2586
51801,2881
51917,11
51947,4097
52016,1289
52023,362
52116,3379
52160,7956
52209,374
52210,11852
52239,11617
52263,1326
52283,5124
52321,102
52503,71
52515,2844
52836,11
52936,374
52972,865
53051,528
53120,6810
53192,2559
53314,1971
53354,1469
53468,1025
53495,17529
53538,11613
53600,3566
53602,2759
53658,5250
53685,46
53698,279
53720,2828
53827,523
53846,1247
53912,1986
53954,484
54082,1951
54091,6125
54125,77
54157,9472
54215,2130
54247,4398
54401,1506
54404,431
54468,554
54538,13520
54545,132
54606,8373
54838,13909
54887,128
54947,2032
55061,1448
55063,81
55094,14523
55111,3259
55129,2786
55151,2754
55276,953
55379,79
55385,1607
55451,108
55478,3976
55497,76
55534,4263
55564,230
55578,489
55696,111
55868,110
55935,4526
56035,67
56069,9051
56079,10977
56167,31
56183,1745
56243,3455
56250,1369
56280,644
56289,770
56449,16134
56488,5353
56541,83283
56545,314
56565,517
56640,492
56648,1740
56690,4463
56711,1639
56835,536
56880,1621
56959,8281
57032,495
57055,130
57095,20706
57290,521
57414,9714
57557,1640
57663,356
57665,76
57750,1783
57774,302
57868,5471
57973,1253
57983,344
58082,21974
58164,5803
58220,18036
58236,18
58353,69
58359,421
58396,1287
58493,69
58508,18112
58681,497
58797,21
58803,64736
58808,116695
58814,489
58961,33245
58994,9344
59120,6525
59196,124
59198,24305
59223,1365
59249,4235
59272,8150
59283,236
59320,379
59329,75
59438,4274
59509,922
59520,351
59577,330
59592,9043
59607,663
59639,2631
59667,172
59724,1450
59855,71
59877,1628
59975,2165
59984,4105
60072,3882
60131,3237
60232,11441
60336,380
60371,6054
60455,46
60502,740
60581,1113
60614,2110
60624,392
60664,18878
60698,4196
60733,3337
60743,105
60903,2516
60910,2929
60982,1164
61008,14861
61061,4387
61082,336
61108,734
61128,140
61224,600
61239,1092
61249,4266
61306,23
61324,132
61337,37246
61410,10181
61413,477
61435,1719
61439,14626
61496,93
61548,28
61663,18517
61712,956
61811,61
61818,6834
61966,372
62023,33
62048,2092
62066,1162
62118,11474
62120,897
62200,62
62225,457
62230,997
62365,22350
62368,6630
62383,1181
62401,734
62425,3909
62485,186
62525,6692
62620,176
62661,2633
62678,21
62735,4650
62761,80
62821,2823
62851,3303
62976,136
63009,8438
63072,56
63083,3113
63094,18844
63104,713
63112,4373
63119,698
63155,8394
63160,51
63349,1582
63369,2276
63439,1408
63472,583
63557,19562
63562,567
63621,6378
63675,196
63759,413
63764,146
63825,458
64038,113
64096,9316
64245,696
64290,27501
64373,86
64406,6551
64444,1459
64529,445
64537,756
64635,1873
64773,73
64897,3391
64912,305
64941,3525
64979,1169
65107,7885
65177,379
65193,126
65225,1208
65326,7476
65359,3417
65465,1953
65490,5660
65542,13672
65597,1281
65612,4468
65737,21
65761,332
65763,18852
65829,503
65971,7427
66003,400
66020,3049
66145,4266
66202,293
66229,12211
66242,1078
66249,1143
66323,16
66428,380
66450,5406
66499,99
66503,398
66574,765
66601,6129
66629,12161
66673,2346
66685,155
66699,2417
66725,20677
66771,141
66851,10939
67009,42821
67044,1
67097,2203
67151,3906
67166,555
67245,99
67304,1220
67366,6431
67524,1187
67578,28
67606,117876
67648,21
67917,108
68037,312
68063,48063
68165,53
68238,2858
68255,5295
68333,1201
68386,176
68427,451
68457,4989
68534,2922
68544,2699
68674,3096
68687,308
68757,9124
68781,167
68788,16689
68873,776
68988,48
69047,1650
69207,1026
69310,3054
69362,2273
69365,655
69464,1308
69545,100779
69721,707
69750,21
69771,263
69802,61809
69877,8887
69885,1392
69899,984
69926,1869
70011,741
70029,26
70125,32
70170,24854
70206,715
70273,38
70276,133
70339,6460
70430,5204
70547,689
70584,549
70756,157
70863,1241
70871,669
70881,4318
70926,884
70959,31
70984,1084
71051,1592
71092,73
71245,3536
71310,400
71484,158
71489,13407
71495,33
71519,3726
71522,65321
71643,31
71683,2210
71701,2613
71748,58
71910,4783
72030,4810
72035,1426
72114,3409
72319,3197
72321,23647
72478,25024
72498,99
72583,36161
72601,379
72640,1089
72653,23
72765,245
72846,463
72908,4896
72911,5197
72930,68
72947,2185
72966,11
72977,229
72985,1247
73004,929
73046,4783
73048,2675
73080,71
73479,3258
73494,71
73509,6529
73632,8004
73664,124
73681,54530
73731,478
73826,8088
73865,351
73886,21
73986,2500
73987,11129
74020,136
74074,3769
74152,9763
74167,4873
74169,2216
74198,6302
74350,1203
74388,332
74496,35191
74619,5074
74676,21
74683,1837
74817,1162
74867,619
74967,1546
75010,122
75192,9451
75246,338
75267,604
75284,1667
75505,8598
75573,887
75799,4474
75815,443
75845,4235
75990,766
75995,126
76014,43
76045,1405
76199,554
76235,7325
76245,51
76267,1091
76343,1233
76392,2807
76427,2255
76593,2834
76605,14
76644,1286
76701,21170
76724,161
76736,58
76799,16329
76813,875
76957,520
76987,3245
77013,183
77139,387
77193,841
77194,1701
77280,41
77534,34
77608,1151
77617,17733
77859,2500
77996,2017
78093,12362
78179,905
78197,163
78259,50184
78279,3637
78291,101
78305,2064
78316,789
78490,74
78506,590
78642,11433
78667,14500
78773,328
78869,201
78903,1099
78928,5499
79061,35827
79078,3201
79121,3017
79250,5438
79286,46
79287,908
79371,13
79450,4692
79525,6
79550,354
79697,704
79731,161
79802,2418
79842,1521
79854,1048
79941,2992
79981,1378
80031,402
80050,759
80281,486
80410,2802
80426,1271
80487,515
80504,36
80535,1993
80589,4144
80616,56
80630,6595
80674,786
80678,410
80711,5748
80731,2800
80833,118
80849,3433
80851,6774
81019,6974
81081,1518
81117,3381
81121,905
81178,31
81214,2144
81264,883
81385,1345
81402,598
81434,1123
81467,128
81574,155
81623,9055
81636,8200
81657,33
81668,1431
81698,932
81754,98
81845,1940
81896,1481
82046,1887
82054,1767
82062,23859
82159,6322
82169,6346
82268,610
82303,7184
82305,1415
82337,176
82439,876
82515,19931
82547,440
82663,920
82682,5012
82695,380
82754,1996
82895,796
82966,411
83047,3387
83055,1501
83168,185
83249,391
83309,3353
83395,76
83444,12271
83549,382
83558,390
83606,76
83667,40172
83679,138
83693,2206
83743,2244
83810,163
83944,380
83982,1999
84143,4402
84169,123
84181,915
84201,51460
84274,2697
84328,4300
84336,1731
84359,2193
84370,506
84380,4218
84387,310
84463,1148
84508,1048
84565,1561
84628,447
84732,198
84768,1225
84842,2300
84880,3592
84942,2493
85000,78
85036,1843
85094,686
85125,8097
85134,69337
85188,493
85283,111
85353,1487
85360,44089
85394,559
85472,3957
85512,547
85611,758
85868,2335
85882,2755
85927,1973
86010,393
86018,2965
86155,758
86199,136
86288,2872
86411,6427
86485,20889
86551,151
86553,9
86568,157
86634,4516
86684,5584
86756,1122
86820,313
86886,1012
86932,2546
87002,5202
87114,93
87298,9613
87355,2089
87380,1056
87420,376
87476,1139
87517,61
87601,898
87610,5135
87693,308
87761,28
87781,2347
87827,184
87845,72
87858,5081
87866,63
87908,1941
88092,4474
88094,327
88178,2195
88340,4396
88358,5839
88696,3531
88709,9441
88764,2887
88770,1103
88851,37490
88949,445
88959,616
89063,640
89101,3707
89112,3991
89183,505
89189,108
89346,1930
89373,7231
89391,112252
89443,720
89480,2511
89508,1190
89574,3807
89580,101
89650,43
89761,21082
89949,449
90034,1027
90090,496
90091,803
90161,582
90195,442
90235,1128
90263,2582
90390,1007
90393,386
90403,1168
90428,716
90478,228
90580,5651
90611,251
90642,1706
90691,38216
90723,27072
90777,13972
90800,3493
90909,4191
91029,588
91137,37
91144,2411
91196,431
91238,586
91358,3670
91360,947
91365,5491
91393,99
91403,8260
91522,13348
91551,1948
91610,4637
91642,625
91710,105
91729,8812
91830,16296
91864,365
91887,170
91911,491
91936,99
91945,314
91970,8981
92042,71
92096,8226
92148,1095
92248,746
92287,2072
92313,58179
92315,113889
92330,8
92335,113
92389,2857
92414,23793
92446,4143
92542,1834
92568,5119
92584,8386
92666,23
92694,1455
92714,8453
92837,14676
92932,16975
93212,1712
93252,31741
93270,2788
93306,9628
93328,834
93444,1281
93448,56481
93480,468
93498,1180
93555,1107
93747,24844
93927,48
93928,23
93995,17251
94092,1129
94102,4437
94120,6553
94144,11189
94148,4192
94152,2648
94204,4960
94237,16366
94253,191
94348,1579
94357,78
94394,2979
94428,10566
94451,6570
94557,6689
94574,11
94598,721
94611,448
94689,569
94819,1104
94896,6976
95019,142
95048,4717
95055,2078
95108,4405
95140,1185
95149,462
95274,6243
95304,777
95363,803
95382,76195
95397,13940
95496,1664
95504,3573
95580,2482
95624,8660
95642,5642
95696,9650
95876,3114
95901,2875
95992,422
96003,249
96030,732
96046,309
96090,2395
96094,2632
96098,533
96128,299
96232,4386
96235,165
96264,80
96301,177
96354,6835
96385,939
96436,934
96448,297
96524,504
96584,101
96664,325
96740,8611
96829,103
96855,7127
96873,331
96911,1361
96982,25530
96996,2219
97142,6257
97167,528
97287,85
97337,176811
97394,305
97423,146
97450,849
97477,106
97535,35
97538,327
97592,7179
97672,2880
97831,4729
97856,488
97915,11
97976,2672
97980,53
98028,3022
98050,7713
98057,10122
98078,9159
98137,2363
98144,1101
98154,1227
98206,680
98207,2221
98251,675
98378,5790
98401,63570
98470,1876
98509,2251
98510,1014
98555,563
98770,565
98818,1622
98831,64
98904,91
98981,497
99032,1449
99103,131
99127,2222
99184,439
99220,4301
99293,51
99356,1661
99361,39
99379,821
99475,876
99514,3062
99542,2790
99557,1617
99692,13933
99874,963
99907,2983
99944,1729
100038,486
100243,2655
100304,601
100374,1049
100472,956
100519,53
100565,21636
100614,116
100646,51
100731,16331
100806,336
100815,64
100822,764
100966,81
100970,17871
101005,509
101080,179
101097,2441
101116,3472
101141,164
101152,12009
101203,8941
101260,1466
101280,10100
101290,17912
101419,2331
101434,2147
101648,233
101720,94
101739,1
101886,1427
101893,33
101940,1727
101951,451
102017,1327
102019,477
102022,2275
102036,76
102046,457
102077,446
102182,16904
102250,747
102311,646
102371,28286
102432,348
102436,340
102446,634
102447,6721
102462,893
102476,1202
102542,1321
102616,2427
102635,7006
102647,63
102652,351
102684,2741
102694,1043
102799,26
102845,319
102852,4159
102960,1796
103010,101
103045,177
103059,12399
103076,1649
103079,81
103162,197
103215,5466
103238,435
103254,67
103287,23
103289,3
103432,2252
103618,169
103640,192
103700,33
103739,23667
103766,5951
103842,33951
103880,448
103900,10360
103909,2166
103930,205
104011,684
104021,11423
104044,71
104080,1700
104104,1023
104117,9967
104135,896
104158,487
104219,3124
104251,86
104324,382
104349,385294
104386,91
104451,5664
104533,5104
104751,101
104887,5827
104891,230848
104894,3337
104911,165
104918,2932
104973,714
105040,562
105061,2280
105161,365
105194,1629
105219,666
105293,2413
105336,61
105367,518
105398,524
105431,16660
105492,4131
105514,4471
105570,86961
105592,160
105650,756
105672,43169
105677,70
105741,8327
105760,7012
105771,4132
105858,1416
105905,4058
105950,3039
106025,546
106040,101
106062,317
106063,362
106092,13864
106342,5267
106381,118
106463,9621
106478,430
106487,49
106520,508
106570,618
106586,303
106653,968
106658,8309
106716,1487
106755,431
106765,109
106778,4177
106931,174
107073,2973
107107,21
107277,33434
107289,7516
107327,329
107342,1559
107344,2266
107464,532
107552,554
107567,2930
107574,30
107586,43
107611,657
107642,20273
107668,2577
107840,1729
107851,522
107852,53
107897,849
107906,24
107996,8
108009,3554
108031,25
108044,8197
108069,378
108156,758
108205,47190
108234,7186
108247,730
108288,536
108302,1672
108354,2480
108359,27425
108448,4753
108452,1163
108533,4127
108538,4621
108569,1171
108677,106
108742,1721
108841,1085
108857,7828
108891,330
108938,283
109000,9962
109011,3942
109017,941
109026,5781
109079,2394
109104,2710
109202,234
109264,841
109274,1746
109366,1592
109367,2020
109396,235
109458,2705
109474,821
109524,536
109544,11
109631,924
109678,3243
109711,2068
109781,91
109823,478
109864,1812
109897,4033
110081,25045
110088,22358
110151,7078
110167,316
110175,304
110189,729
110204,60370
110209,117
110213,7113
110225,2955
110233,3224
110246,1132
110265,1236
110300,8904
110305,419
110313,5324
110315,5814
110358,14661
110379,1269
110383,203
110458,619
110459,190
110539,411
110644,1660
110678,1
110707,57634
110763,2488
110807,969
110820,693
110968,120
110979,7051
111026,520
111220,209
111290,134
111327,13385
111362,1863
111426,4914
111517,53
111533,595
111580,36
111777,20177
111836,1658
111856,1030
111874,1013
111890,33
111910,2140
111948,1761
112002,1300
112232,231
112314,41
112377,9305
112415,8450
112614,7513
112658,3548
112671,47073
112727,211
112785,2886
112855,1691
112859,591
112870,6496
112922,86
112950,12398
113030,1725
113140,103
113181,51
113222,1476
113225,2524
113322,318
113344,2277
113359,1144
113413,94
113428,86
113455,5296
113470,1000
